Customer ID,Gender,Age,Married,Number of Dependents,Zip Code,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
6140-QNRQQ,Male,21.0,,0.0,92868.0,3.0,No,0.0,16.0,None,Yes,38.32,No,Yes,Fiber Optic,82.0,No,No,No,Yes,No,,No,Yes,Month-to-Month,Yes,Credit Card,74.55,1170.5,0.0,0.0,613.12,1783.62
6374-NTQLP,Female,19.0,Yes,3.0,91108.0,3.0,,,15.0,,Yes,,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,,Yes,Yes,,Yes,Bank Withdrawal,105.35,1559.25,0.0,0.0,,1622.1
5442-PPTJY,,46.0,Yes,2.0,96141.0,1.0,Yes,1.0,3.0,Offer E,No,0.0,No,Yes,Cable,15.0,,No,,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.7,91.7,0.0,0.0,0.0,
5321-NTRKC,Female,37.0,Yes,2.0,96028.0,,Yes,1.0,41.0,Offer B,No,0.0,No,Yes,Cable,16.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.4,1412.4,,0.0,0.0,1412.4
9069-LGEUL,Male,34.0,No,0.0,,3.0,No,0.0,64.0,None,Yes,30.27,Yes,Yes,Fiber Optic,12.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,84.3,5289.05,0.0,0.0,1937.28,7226.33
4190-MFLUW,Male,30.0,No,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006-PYCSW,Female,48.0,No,0.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0967-BMLBD,Female,,No,0.0,92354.0,3.0,No,0.0,5.0,None,Yes,5.41,Yes,No,None,0.0,No,No,,No,,No,No,No,Month-to-Month,No,Credit Card,25.45,134.75,,0.0,27.05,161.8
0902-RFHOF,Female,50.0,No,2.0,91773.0,1.0,No,0.0,9.0,None,Yes,35.49,No,Yes,Cable,11.0,No,No,Yes,Yes,,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0.0,0.0,319.41,970.81
9769-TSBZE,Male,66.0,Yes,,95626.0,,Yes,,61.0,,Yes,26.55,,Yes,Fiber Optic,,No,Yes,No,,No,No,No,Yes,,Yes,Bank Withdrawal,82.15,4904.85,0.0,0.0,1619.55,6524.400000000001
9389-ACWBI,Male,54.0,Yes,0.0,95062.0,,Yes,1.0,11.0,,Yes,12.95,No,Yes,Cable,6.0,No,No,No,No,,No,No,Yes,,Yes,,45.9,521.9,0.0,0.0,142.45,664.3499999999999
2273-QCKXA,Female,55.0,No,0.0,91722.0,4.0,No,0.0,42.0,None,Yes,39.32,No,Yes,Cable,20.0,Yes,Yes,No,,No,Yes,Yes,Yes,One Year,,,67.7,2882.25,0.0,0.0,1651.44,4533.6900000000005
0516-UXRMT,Female,50.0,,0.0,,4.0,Yes,6.0,67.0,,Yes,17.72,Yes,Yes,Fiber Optic,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Credit Card,109.7,7344.45,0.0,0.0,1187.24,8531.69
1088-AUUZZ,Male,43.0,Yes,0.0,94555.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511-ALLCS,Female,29.0,No,0.0,94019.0,3.0,No,0.0,60.0,None,Yes,,Yes,,DSL,27.0,Yes,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,64.75,4039.5,0.0,120.0,2277.0,6436.5
8327-LZKAS,,56.0,No,0.0,93622.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899-MQZZL,Female,49.0,Yes,3.0,,3.0,Yes,9.0,,None,No,,,Yes,DSL,53.0,No,Yes,No,Yes,,Yes,Yes,Yes,Two Year,,Credit Card,53.65,3784.0,,0.0,0.0,3784.0
2709-UQGNP,,,Yes,,,3.0,No,0.0,51.0,,,0.0,No,Yes,DSL,42.0,No,Yes,No,No,Yes,,Yes,Yes,Month-to-Month,,,49.65,2553.35,0.0,0.0,0.0,2553.35
1229-RCALF,Male,52.0,No,0.0,95423.0,1.0,No,0.0,25.0,None,Yes,24.91,No,Yes,Fiber Optic,18.0,No,No,No,No,No,,No,,,No,Credit Card,70.95,,0.0,20.0,622.75,2410.1
7833-PKIHD,Female,29.0,No,0.0,92129.0,1.0,No,0.0,45.0,None,Yes,4.48,Yes,Yes,Cable,51.0,No,No,Yes,Yes,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,3941.7,,0.0,201.6,
7188-CBBBA,Female,31.0,,0.0,92131.0,,Yes,10.0,64.0,None,Yes,19.22,,Yes,Fiber Optic,21.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,,6314.35,13.37,0.0,1230.08,7531.06
6284-AHOOQ,Male,47.0,No,3.0,94578.0,4.0,No,0.0,,None,No,0.0,No,Yes,Cable,21.0,,No,No,No,No,No,No,No,Month-to-Month,Yes,,24.7,24.7,0.0,0.0,0.0,24.7
8707-HOEDG,Female,24.0,No,2.0,95556.0,4.0,No,0.0,8.0,Offer E,Yes,15.66,No,No,None,0.0,No,No,No,No,,No,No,,,No,Credit Card,20.05,163.6,0.0,0.0,125.28,288.88
3323-CPBWR,Female,45.0,Yes,1.0,91381.0,,Yes,1.0,41.0,None,,,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,,19.7,804.25,0.0,0.0,981.95,1786.1999999999998
7234-FECYN,,23.0,Yes,0.0,94121.0,3.0,Yes,1.0,60.0,Offer B,Yes,16.42,Yes,No,,0.0,No,No,No,,No,No,No,No,One Year,No,Bank Withdrawal,24.15,1505.9,0.0,0.0,985.2,2491.1000000000004
4903-UYAVB,,30.0,No,,94705.0,4.0,No,0.0,47.0,Offer B,Yes,40.25,Yes,,Fiber Optic,69.0,Yes,,Yes,No,,No,No,,,No,Credit Card,94.9,4615.25,0.0,,1891.75,6507.0
9850-OWRHQ,,,,,90278.0,5.0,No,0.0,39.0,,Yes,8.69,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,,Yes,Month-to-Month,Yes,Credit Card,73.15,,,0.0,338.91,
3115-JPJDD,Male,54.0,No,0.0,95236.0,5.0,No,0.0,69.0,None,Yes,17.74,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.3,1447.9,,0.0,1224.06,2671.96
1187-WILMM,Female,37.0,No,,,3.0,No,0.0,25.0,,No,0.0,No,Yes,,,No,No,Yes,Yes,,,Yes,,One Year,No,Bank Withdrawal,,1423.15,0.0,0.0,0.0,1423.15
3571-DPYUH,Female,36.0,No,0.0,92118.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816-JMLGY,Male,63.0,No,0.0,95614.0,1.0,No,0.0,2.0,None,Yes,37.43,No,Yes,Fiber Optic,18.0,No,,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,197.7,0.0,0.0,74.86,272.56
3487-EARAT,,,,,93623.0,5.0,,7.0,7.0,Offer E,Yes,28.7,No,Yes,DSL,,No,No,No,,No,,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,333.65,0.0,0.0,200.9,534.55
6851-WEFYX,,,,,94114.0,,,1.0,,None,Yes,35.22,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,5742.9,,0.0,2113.2,7856.099999999999
4525-VZCZG,,,,,95742.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178-KFNHS,Female,80.0,No,0.0,91606.0,1.0,No,0.0,1.0,Offer E,Yes,15.24,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,,45.1,45.1,0.0,0.0,15.24,60.34
5076-YVXCM,Female,59.0,Yes,0.0,93711.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541-RMRLG,Male,54.0,,6.0,,3.0,Yes,5.0,27.0,None,Yes,36.19,No,Yes,,53.0,Yes,Yes,,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0.0,0.0,977.13,2487.43
0608-JDVEC,Male,33.0,Yes,2.0,91351.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672-OAUPW,,,,,92401.0,4.0,No,,15.0,Offer D,Yes,30.22,,Yes,Fiber Optic,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.0,1430.05,0.0,0.0,453.3,1883.35
2626-URJFX,Male,74.0,Yes,0.0,94109.0,5.0,,4.0,44.0,,Yes,1.89,No,No,None,,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,,,0.0,0.0,83.16,930.41
2894-QOJRX,,36.0,,0.0,93101.0,,No,0.0,27.0,None,,20.18,,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15,501.35,,0.0,,
5876-QMYLD,Male,,No,0.0,90278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7718-RXDGG,Female,,Yes,3.0,91006.0,,,9.0,4.0,None,Yes,41.93,No,,Fiber Optic,53.0,No,No,No,No,Yes,No,No,,,Yes,Credit Card,78.9,299.75,37.01,0.0,167.72,430.46
5014-GSOUQ,Female,42.0,,2.0,92028.0,4.0,Yes,1.0,37.0,None,,31.83,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,0.0,0.0,1177.71,2089.31
5956-YHHRX,Male,62.0,Yes,3.0,95564.0,3.0,Yes,9.0,39.0,Offer C,Yes,17.29,Yes,Yes,Fiber Optic,,No,No,Yes,No,Yes,Yes,Yes,,One Year,,Bank Withdrawal,,3835.55,0.0,0.0,674.31,4509.860000000001
5167-GBFRE,,,,,,,Yes,6.0,17.0,None,Yes,,,Yes,DSL,,No,,Yes,Yes,No,No,,,One Year,Yes,Mailed Check,61.95,1070.7,0.0,0.0,809.0300000000001,
1474-JUWSM,Female,59.0,No,0.0,95222.0,5.0,No,0.0,41.0,Offer B,No,0.0,No,Yes,,,No,Yes,,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,0.0,,0.0,1677.85
0356-ERHVT,Male,59.0,Yes,1.0,94940.0,3.0,Yes,,,None,,13.32,No,Yes,DSL,,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,,64.75,877.35,0.0,0.0,173.16,1050.51
5294-IMHHT,Male,59.0,,0.0,,3.0,No,0.0,33.0,Offer C,,47.64,No,Yes,Fiber Optic,18.0,Yes,No,No,,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,3027.65,,0.0,1572.12,4599.77
2159-TURXX,Female,61.0,Yes,0.0,,3.0,Yes,4.0,35.0,Offer C,,10.43,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.3,2416.55,0.0,80.0,365.05,2861.6000000000004
1024-GUALD,Male,79.0,Yes,,90034.0,5.0,Yes,10.0,2.0,Offer E,Yes,33.1,No,,Fiber Optic,11.0,No,No,Yes,,Yes,Yes,No,No,One Year,Yes,Credit Card,95.5,181.65,0.0,10.0,66.2,257.85
6766-HFKLA,Male,27.0,Yes,2.0,92120.0,3.0,Yes,1.0,5.0,,Yes,41.21,No,No,None,0.0,No,No,No,No,,No,No,No,One Year,,Bank Withdrawal,20.55,99.45,0.0,0.0,206.05,305.5
4821-SJHJV,Male,47.0,Yes,,95827.0,3.0,Yes,1.0,72.0,None,Yes,,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0.0,0.0,221.04,
0384-RVBPI,,23.0,Yes,0.0,94526.0,,Yes,1.0,72.0,,Yes,1.67,Yes,Yes,Fiber Optic,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.55,8312.4,0.0,,,8432.64
9372-TXXPS,Male,37.0,No,0.0,90003.0,1.0,No,0.0,2.0,,,10.47,No,Yes,DSL,21.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.85,108.15,0.0,0.0,20.94,129.09
7218-HKQFK,Male,40.0,No,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5884-FBCTL,Male,80.0,Yes,0.0,90640.0,,Yes,1.0,,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,,Bank Withdrawal,93.8,4750.95,0.0,0.0,1129.14,5880.09
4500-HKANN,Female,58.0,No,0.0,,3.0,No,0.0,10.0,None,Yes,8.35,No,Yes,Cable,,No,No,No,Yes,No,,Yes,Yes,Month-to-Month,Yes,Credit Card,60.95,629.55,0.0,0.0,83.5,713.05
2074-GUHPQ,Male,46.0,Yes,0.0,92662.0,,Yes,1.0,70.0,Offer A,Yes,,,Yes,DSL,18.0,Yes,,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,,5289.8,0.0,0.0,,6568.0
3934-HXCFZ,Male,29.0,Yes,3.0,93529.0,3.0,Yes,1.0,54.0,Offer B,Yes,36.09,Yes,Yes,DSL,59.0,No,No,,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,63.35,3409.1,0.0,0.0,1948.86,5357.96
0536-ACXIP,Male,59.0,Yes,3.0,91377.0,4.0,Yes,1.0,,None,Yes,39.76,No,Yes,DSL,76.0,Yes,,No,,Yes,Yes,Yes,Yes,,,Credit Card,,4663.4,0.0,0.0,2385.6,7049.0
2560-PPCHE,Male,26.0,No,,95821.0,,No,0.0,1.0,Offer E,,,Yes,Yes,,85.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.1,60.1,0.0,0.0,23.63,83.73
1285-OKIPP,Female,45.0,No,0.0,,,No,0.0,67.0,None,Yes,43.3,Yes,No,None,0.0,No,No,No,No,No,,No,No,Two Year,Yes,Credit Card,26.1,1759.55,,0.0,2901.1,4660.65
0298-XACET,Female,53.0,Yes,0.0,92596.0,,Yes,9.0,50.0,Offer B,,46.49,Yes,Yes,DSL,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,,Credit Card,84.15,4164.4,0.0,,2324.5,6488.9
3645-DEYGF,Female,25.0,Yes,,95444.0,2.0,Yes,1.0,7.0,Offer E,Yes,8.95,No,Yes,Fiber Optic,,No,No,No,No,No,No,Yes,Yes,,Yes,Bank Withdrawal,69.0,506.9,0.0,0.0,62.64999999999999,569.55
5414-OFQCB,Male,54.0,No,,95694.0,,No,,10.0,Offer D,Yes,17.07,,Yes,,3.0,No,Yes,No,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,80.7,788.8,38.42,50.0,170.7,971.08
6906-MPARY,,72.0,No,0.0,92131.0,3.0,No,0.0,35.0,Offer C,Yes,10.73,,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,,Yes,Yes,Yes,,Yes,Bank Withdrawal,108.35,3726.15,0.0,,375.55,4101.7
3751-KTZEL,Female,42.0,Yes,3.0,95693.0,3.0,No,0.0,35.0,Offer C,Yes,39.11,Yes,Yes,DSL,23.0,Yes,Yes,No,No,No,No,No,,Month-to-Month,,Credit Card,59.45,2136.9,0.0,0.0,1368.85,3505.75
7251-XFOIL,Male,62.0,Yes,2.0,95687.0,4.0,Yes,8.0,4.0,None,Yes,3.57,No,No,None,,No,No,No,,No,No,No,No,Two Year,No,Credit Card,19.5,96.85,0.0,0.0,14.28,111.13
7593-JNWRU,Male,66.0,Yes,0.0,96109.0,1.0,Yes,,12.0,None,Yes,48.5,Yes,,,4.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,,Bank Withdrawal,,1218.55,,0.0,,1800.55
1349-WXNGG,,44.0,Yes,0.0,94517.0,4.0,Yes,,70.0,None,Yes,14.15,,No,None,0.0,,No,No,No,,No,,No,Two Year,Yes,,26.0,,0.0,0.0,,
6646-QVXLR,Female,20.0,No,0.0,92065.0,,No,0.0,36.0,None,Yes,19.64,No,,,,No,Yes,No,No,Yes,Yes,,Yes,Month-to-Month,Yes,Credit Card,94.8,3565.65,,,707.04,4242.43
7312-XSBAT,Female,26.0,,3.0,94105.0,,No,0.0,8.0,None,Yes,45.87,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.95,170.9,,0.0,366.96,537.86
9402-CXWPL,Female,32.0,,3.0,,4.0,No,0.0,25.0,,No,0.0,No,Yes,Cable,75.0,Yes,No,No,,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0.0,0.0,844.45
8089-UZWLX,Female,72.0,Yes,0.0,93625.0,,,,70.0,Offer A,Yes,16.87,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,75.65,5411.4,25.67,0.0,1180.9,6566.629999999999
2582-FFFZR,Female,,Yes,0.0,,3.0,Yes,1.0,53.0,None,Yes,47.64,No,,Fiber Optic,25.0,No,Yes,Yes,,Yes,No,No,Yes,One Year,,Bank Withdrawal,94.0,,0.0,0.0,2524.92,7396.37
9708-KFDBY,,,,,90806.0,3.0,Yes,1.0,72.0,,Yes,,Yes,Yes,Cable,,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,4720.0,0.0,0.0,,7072.24
7964-ZRKKG,,35.0,No,0.0,92883.0,4.0,No,0.0,4.0,Offer E,Yes,,No,No,,0.0,,No,No,,No,No,No,No,Month-to-Month,No,Credit Card,20.15,84.5,0.0,,130.16,214.66
7951-VRDVK,,,No,0.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9046-DQMTP,Male,69.0,No,0.0,,1.0,No,,,Offer E,Yes,19.87,No,No,,0.0,,No,No,No,No,,No,,,No,Credit Card,20.05,20.05,,0.0,19.87,39.92
5012-YSPJJ,Male,71.0,Yes,1.0,95932.0,3.0,Yes,1.0,58.0,Offer B,Yes,18.43,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,,0.0,130.0,1068.94,6324.6900000000005
1904-WAJAA,,,,,95386.0,3.0,No,0.0,1.0,None,Yes,13.84,No,Yes,,26.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.05,45.05,0.0,70.0,13.84,128.89
4560-WQAQW,Male,73.0,,0.0,95335.0,,Yes,,72.0,Offer A,Yes,33.68,Yes,,,10.0,No,,Yes,Yes,,,No,Yes,Two Year,No,Credit Card,77.35,5396.25,0.0,0.0,2424.96,7821.21
8445-DNBAE,Female,53.0,No,0.0,96025.0,1.0,No,0.0,29.0,None,No,0.0,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,25.1,712.85,0.0,0.0,0.0,712.85
3317-HRTNN,,29.0,No,0.0,93312.0,5.0,No,0.0,1.0,None,Yes,45.91,,No,None,0.0,,No,,No,No,No,No,No,Month-to-Month,,Credit Card,20.4,,0.0,0.0,45.91,
5649-VUKMC,Female,62.0,Yes,0.0,90049.0,,Yes,1.0,7.0,None,Yes,22.61,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,No,No,,Month-to-Month,Yes,,86.5,,0.0,20.0,158.26999999999998,760.77
5989-PGKJB,,74.0,No,0.0,92398.0,,No,0.0,20.0,,Yes,23.18,No,,,21.0,,No,No,No,No,Yes,Yes,Yes,One Year,Yes,,81.45,1671.6,0.0,0.0,463.6,2135.2
0239-OXEXL,Female,20.0,No,0.0,92126.0,,No,0.0,1.0,None,Yes,22.82,,Yes,Cable,,No,No,No,Yes,No,No,No,Yes,,Yes,Bank Withdrawal,,50.8,0.0,0.0,22.82,73.62
5365-LLFYV,,59.0,No,0.0,94591.0,3.0,,,21.0,Offer D,Yes,34.39,,No,,0.0,,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,417.7,0.0,0.0,722.19,1139.89
0997-YTLNY,Female,35.0,Yes,0.0,94019.0,3.0,Yes,,65.0,Offer B,Yes,40.71,Yes,Yes,,23.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,0.0,,2646.15,9621.1
6821-JPCDC,,,,,93226.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0670-KDOMA,Male,34.0,,,95245.0,3.0,No,0.0,50.0,None,Yes,15.37,,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,No,No,,Yes,One Year,Yes,Credit Card,,4549.45,,0.0,768.5,5317.95
7073-QETQY,,35.0,No,0.0,92867.0,3.0,No,0.0,11.0,,Yes,16.14,No,,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,712.25,0.0,0.0,177.54000000000002,889.79
8990-YOZLV,Female,48.0,Yes,0.0,95607.0,5.0,,3.0,71.0,None,Yes,11.18,Yes,No,None,0.0,No,,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1888.25,0.0,0.0,,2682.03
7599-FKVXZ,,,,,91791.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919-TMRGD,Male,41.0,No,0.0,92131.0,,No,0.0,17.0,None,Yes,49.71,Yes,Yes,Fiber Optic,4.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,,1410.25,0.0,0.0,845.07,2255.32
5130-IEKQT,Male,74.0,Yes,0.0,,3.0,Yes,1.0,17.0,,Yes,,Yes,Yes,Cable,16.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,100.45,1622.45,0.0,0.0,479.06,2101.51
0013-MHZWF,Female,,,,91307.0,4.0,No,0.0,,None,Yes,24.03,No,No,,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1123.65,0.0,0.0,1489.86,2613.51
0439-IFYUN,Male,39.0,,0.0,91750.0,5.0,No,,49.0,Offer B,Yes,23.82,Yes,Yes,,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6,3720.35,,0.0,1167.18,
9124-LHCJQ,Female,,Yes,1.0,90038.0,,Yes,10.0,68.0,None,Yes,43.51,Yes,Yes,DSL,22.0,,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,,Credit Card,88.0,6161.9,0.0,40.0,2958.68,9160.58
2573-GYRUU,Female,24.0,No,0.0,,,,0.0,4.0,None,Yes,16.25,Yes,Yes,DSL,51.0,No,No,No,No,No,No,No,Yes,,No,Bank Withdrawal,50.7,214.55,39.92,0.0,65.0,239.63
9398-MMQTO,,,Yes,1.0,94020.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7508-KBIMB,Female,66.0,,,,2.0,Yes,1.0,,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27.0,No,,No,No,No,Yes,No,Yes,Month-to-Month,Yes,,85.35,1375.15,0.0,0.0,158.88,1534.0300000000002
7610-TVOPG,Male,75.0,No,0.0,94507.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9385-EHGDO,Female,30.0,,0.0,92407.0,4.0,No,,7.0,None,Yes,48.16,No,Yes,DSL,85.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,458.1,0.0,0.0,337.12,795.22
6418-HNFED,Female,65.0,No,0.0,93726.0,,,0.0,57.0,,No,0.0,No,Yes,DSL,26.0,No,,Yes,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,,3094.05,0.0,,0.0,3094.05
6127-IYJOZ,Female,31.0,Yes,2.0,90043.0,,Yes,10.0,20.0,None,Yes,14.79,No,No,,0.0,No,No,No,No,No,,No,No,Month-to-Month,No,Credit Card,20.05,406.05,,0.0,295.79999999999995,701.8499999999999
5215-LNLDJ,Male,55.0,,3.0,91202.0,,No,0.0,25.0,None,Yes,3.07,No,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,,21.81,0.0,76.75,515.14
3196-NVXLZ,Male,65.0,No,0.0,,1.0,No,0.0,,Offer D,Yes,29.11,No,Yes,Fiber Optic,29.0,No,Yes,,No,No,No,No,,Month-to-Month,Yes,,,1074.3,,0.0,436.65,1510.9499999999998
3769-MHZNV,Male,,,2.0,92557.0,4.0,,3.0,50.0,,Yes,32.9,,,DSL,18.0,Yes,Yes,Yes,No,No,Yes,,Yes,Two Year,,Bank Withdrawal,75.15,3822.45,0.0,0.0,1645.0,5467.45
8818-XYFCQ,Female,32.0,,0.0,93643.0,3.0,No,0.0,1.0,None,Yes,,Yes,,Fiber Optic,19.0,No,,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,77.15,77.15,0.0,10.0,27.7,
2858-MOFSQ,Female,58.0,No,0.0,,3.0,No,0.0,13.0,Offer D,No,,No,Yes,Cable,13.0,,No,Yes,Yes,No,,No,No,Two Year,No,,35.4,450.4,0.0,,0.0,550.4
5351-QESIO,Male,62.0,Yes,0.0,94706.0,3.0,Yes,1.0,26.0,Offer C,Yes,35.9,,Yes,Cable,,No,No,,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0.0,,933.4,
7242-QZLXF,Female,51.0,Yes,2.0,91914.0,3.0,Yes,9.0,45.0,Offer B,Yes,,Yes,,DSL,11.0,Yes,Yes,Yes,Yes,,No,No,Yes,Month-to-Month,No,Credit Card,81.3,3541.1,0.0,0.0,459.4500000000001,4000.55
8727-JQFHV,Female,66.0,Yes,1.0,94511.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439-GVUSX,Female,22.0,No,,93616.0,3.0,No,0.0,34.0,,Yes,20.75,No,Yes,DSL,,Yes,No,,Yes,,No,No,Yes,Two Year,No,Credit Card,67.65,,0.0,0.0,705.5,3044.8
3186-AJIEK,Female,23.0,Yes,0.0,91302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318-LCNBW,Female,19.0,,0.0,90263.0,4.0,No,0.0,39.0,Offer C,No,0.0,No,Yes,DSL,73.0,Yes,Yes,No,Yes,No,,No,Yes,One Year,,Bank Withdrawal,41.15,1700.9,0.0,0.0,0.0,1700.9
3244-CQPHU,Male,59.0,,0.0,96123.0,4.0,No,0.0,,None,Yes,17.83,Yes,,Fiber Optic,,No,No,No,No,Yes,,No,Yes,Month-to-Month,,Bank Withdrawal,84.9,3369.05,0.0,,713.1999999999999,4082.25
5520-FVEWJ,,,,,,,No,0.0,2.0,,Yes,36.06,No,Yes,Fiber Optic,,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.7,140.7,0.0,0.0,72.12,212.82
1206-EHBDD,Male,28.0,No,,94564.0,4.0,,0.0,,Offer B,Yes,4.01,Yes,,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.25,1559.3,0.0,0.0,252.63,1811.93
2720-WGKHP,,,,,91754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309-PPCED,Female,19.0,No,0.0,92651.0,,No,0.0,19.0,None,Yes,24.35,No,Yes,Cable,69.0,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,58.2,1045.25,0.0,0.0,462.65,1507.9
